citation_display,work_type,author,year,title,venue,editor,publisher,vol_issue,pages,url,region,subregion,topic,notes,source_file,source_sheet,id
小野米一（1993）『北海道方言の研究』（https://ci.nii.ac.jp/ncid/BN08884800）,book,小野米一,1993,北海道方言の研究,,,,,,https://ci.nii.ac.jp/ncid/BN08884800,,,,,北海道方言.xlsx,北海道方言（書籍）,
小野米一（1993）『アイヌ語話者の日本語北海道方言についての研究』（https://ci.nii.ac.jp/ncid/BN08936198）,book,小野米一,1993,アイヌ語話者の日本語北海道方言についての研究,,,,,,https://ci.nii.ac.jp/ncid/BN08936198,,,,,北海道方言.xlsx,北海道方言（書籍）,
井上史雄ほか（1994）『北海道方言考』（https://ci.nii.ac.jp/ncid/BN10967911）,book,井上史雄ほか,1994,北海道方言考,,,,,,https://ci.nii.ac.jp/ncid/BN10967911,,,,,北海道方言.xlsx,北海道方言（書籍）,
小野米一（2001）『移住と言語変容 : 北海道方言の形成と変容』（https://ci.nii.ac.jp/ncid/BA5413961X）,book,小野米一,2001,移住と言語変容 : 北海道方言の形成と変容,,,,,,https://ci.nii.ac.jp/ncid/BA5413961X,,,,,北海道方言.xlsx,北海道方言（書籍）,
井上史雄ほか（2003）『東北・北海道方言の地理的・年齢的分布 : THグロットグラム』（https://ci.nii.ac.jp/ncid/BA75607749）,book,井上史雄ほか,2003,東北・北海道方言の地理的・年齢的分布 : THグロットグラム,,,,,,https://ci.nii.ac.jp/ncid/BA75607749,,,,,北海道方言.xlsx,北海道方言（書籍）,
夏井邦男（2004）『北海道方言の歴史的研究』（https://ci.nii.ac.jp/ncid/BA70173506）,book,夏井邦男,2004,北海道方言の歴史的研究,,,,,,https://ci.nii.ac.jp/ncid/BA70173506,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸ほか（2005）『北海道方言は今 : 形容詞語彙40語の意味・用法と分布・動態』（https://ci.nii.ac.jp/ncid/BA71832583）,book,見野久幸ほか,2005,北海道方言は今 : 形容詞語彙40語の意味・用法と分布・動態,,,,,,https://ci.nii.ac.jp/ncid/BA71832583,,,,,北海道方言.xlsx,北海道方言（書籍）,
高野照司（2007）『日本語音声のピッチ平坦化現象に関する社会言語学的研究 : 北海道方言・鹿児島方言を分析資料として』（https://ci.nii.ac.jp/ncid/BA88591459）,book,高野照司,2007,日本語音声のピッチ平坦化現象に関する社会言語学的研究 : 北海道方言・鹿児島方言を分析資料として,,,,,,https://ci.nii.ac.jp/ncid/BA88591459,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸（2008）『グラフで見る高校生と北海道方言 : 北海道方言の地理的分布と勢力の現況』（https://ci.nii.ac.jp/ncid/BA87218551）,book,見野久幸,2008,グラフで見る高校生と北海道方言 : 北海道方言の地理的分布と勢力の現況,,,,,,https://ci.nii.ac.jp/ncid/BA87218551,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸（2009）『北海道方言の地理的分布と動態 : 日常生活語としての方言の使用現況の諸相』（https://ci.nii.ac.jp/ncid/BA90040210）,book,見野久幸,2009,北海道方言の地理的分布と動態 : 日常生活語としての方言の使用現況の諸相,,,,,,https://ci.nii.ac.jp/ncid/BA90040210,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸（2010）『鰊漁撈語と北海道方言 : 北海道方言談話資料 : 小樽・積丹半島地域での鰊漁撈語の聞き取り調査より』（https://ci.nii.ac.jp/ncid/BB02693543）,book,見野久幸,2010,鰊漁撈語と北海道方言 : 北海道方言談話資料 : 小樽・積丹半島地域での鰊漁撈語の聞き取り調査より,,,,,,https://ci.nii.ac.jp/ncid/BB02693543,,,,,北海道方言.xlsx,北海道方言（書籍）,
朝日祥之（2011）『樺太方言と北海道方言の言語変容に見られる関係についての調査研究』（https://ci.nii.ac.jp/ncid/BB08468936）,book,朝日祥之,2011,樺太方言と北海道方言の言語変容に見られる関係についての調査研究,,,,,,https://ci.nii.ac.jp/ncid/BB08468936,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸ほか（2015）『北海道海岸方言 岩内方言辞典』（https://ci.nii.ac.jp/ncid/BB1977839X）,book,見野久幸ほか,2015,北海道海岸方言 岩内方言辞典,,,,,,https://ci.nii.ac.jp/ncid/BB1977839X,,,,,北海道方言.xlsx,北海道方言（書籍）,
円山拓子（2016）『韓国語citaと北海道方言ラサルと日本語ラレルの研究』（https://ci.nii.ac.jp/ncid/BB21995696）,book,円山拓子,2016,韓国語citaと北海道方言ラサルと日本語ラレルの研究,,,,,,https://ci.nii.ac.jp/ncid/BB21995696,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸（2016）『北海道方言とその動き : 「後志ことば」』（https://ci.nii.ac.jp/ncid/BB22611097）,book,見野久幸,2016,北海道方言とその動き : 「後志ことば」,,,,,,https://ci.nii.ac.jp/ncid/BB22611097,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸ほか（2018）『北海道方言の地理的・年齢的勢力分布と動態 : 調査データグラフ集 : 若年層(高校生)と壮年層(30歳代～50歳代)での男女別使用』（https://ci.nii.ac.jp/ncid/BB26007833）,book,見野久幸ほか,2018,北海道方言の地理的・年齢的勢力分布と動態 : 調査データグラフ集 : 若年層(高校生)と壮年層(30歳代～50歳代)での男女別使用,,,,,,https://ci.nii.ac.jp/ncid/BB26007833,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸ほか（2019）『北海道奥尻島での日常生活語とその動態 : 2013年～2014年での奥尻方言調査報告』（https://ci.nii.ac.jp/ncid/BB28761445）,book,見野久幸ほか,2019,北海道奥尻島での日常生活語とその動態 : 2013年～2014年での奥尻方言調査報告,,,,,,https://ci.nii.ac.jp/ncid/BB28761445,,,,,北海道方言.xlsx,北海道方言（書籍）,
佐々木敏雄（19--）『北海道方言考』（https://ci.nii.ac.jp/ncid/BA32396379）,book,佐々木敏雄,19--,北海道方言考,,,,,,https://ci.nii.ac.jp/ncid/BA32396379,,,,,北海道方言.xlsx,北海道方言（書籍）,
芳賀綏（）『北海道方言動詞の特徴形の実態』（https://ci.nii.ac.jp/ncid/BN11979712）,book,芳賀綏,,北海道方言動詞の特徴形の実態,,,,,,https://ci.nii.ac.jp/ncid/BN11979712,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸ほか（2018）『北海道方言の地理的・年齢的勢力分布と動態 : 調査データグラフ集 : 若年層(高校生)と壮年層(30歳代～50歳代)での男女別使用』（https://ci.nii.ac.jp/ncid/BB26007833）,book,見野久幸ほか,2018,北海道方言の地理的・年齢的勢力分布と動態 : 調査データグラフ集 : 若年層(高校生)と壮年層(30歳代～50歳代)での男女別使用,,,,,,https://ci.nii.ac.jp/ncid/BB26007833,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸（2017）『北海道後志地方方言談話集』（https://ci.nii.ac.jp/ncid/BB24571437）,book,見野久幸,2017,北海道後志地方方言談話集,,,,,,https://ci.nii.ac.jp/ncid/BB24571437,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸（2017）『北海道道南地方方言談話集』（https://ci.nii.ac.jp/ncid/BB23726243）,book,見野久幸,2017,北海道道南地方方言談話集,,,,,,https://ci.nii.ac.jp/ncid/BB23726243,,,,,北海道方言.xlsx,北海道方言（書籍）,
朝日祥之ほか（2016）『北海道利尻方言談話集』（https://ci.nii.ac.jp/ncid/BB2317484X）,book,朝日祥之ほか,2016,北海道利尻方言談話集,,,,,,https://ci.nii.ac.jp/ncid/BB2317484X,,,,,北海道方言.xlsx,北海道方言（書籍）,
夏井邦男（2016）『北海道「古語」伝承』（https://ci.nii.ac.jp/ncid/BB21578473）,book,夏井邦男,2016,北海道「古語」伝承,,,,,,https://ci.nii.ac.jp/ncid/BB21578473,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸（2013）『岩内方言集 : 日常生活のことばとその動態』（https://ci.nii.ac.jp/ncid/BB13772481）,book,見野久幸,2013,岩内方言集 : 日常生活のことばとその動態,,,,,,https://ci.nii.ac.jp/ncid/BB13772481,,,,,北海道方言.xlsx,北海道方言（書籍）,
真田信治（2008）『北海道・新十津川方言の現在』（https://ci.nii.ac.jp/ncid/BA85640423）,book,真田信治,2008,北海道・新十津川方言の現在,,,,,,https://ci.nii.ac.jp/ncid/BA85640423,,,,,北海道方言.xlsx,北海道方言（書籍）,
夏井邦男（2007）『北海道語に残る古語』（https://ci.nii.ac.jp/ncid/BA83956608）,book,夏井邦男,2007,北海道語に残る古語,,,,,,https://ci.nii.ac.jp/ncid/BA83956608,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸（2006）『小樽における日常生活語(方言)の動態 : 日本海側・小樽市における方言使用の現況と談話に見る方言』（https://ci.nii.ac.jp/ncid/BA79098658）,book,見野久幸,2006,小樽における日常生活語(方言)の動態 : 日本海側・小樽市における方言使用の現況と談話に見る方言,,,,,,https://ci.nii.ac.jp/ncid/BA79098658,,,,,北海道方言.xlsx,北海道方言（書籍）,
佐藤萬ほか（2005）『島で暮らして80年の佐藤萬がおくる利尻の方言かるた』（https://ci.nii.ac.jp/ncid/BA71577544）,book,佐藤萬ほか,2005,島で暮らして80年の佐藤萬がおくる利尻の方言かるた,,,,,,https://ci.nii.ac.jp/ncid/BA71577544,,,,,北海道方言.xlsx,北海道方言（書籍）,
佐藤萬ほか（2004）『利尻の方言かるた ; 利尻島の方言集』（https://ci.nii.ac.jp/ncid/BA73110116）,book,佐藤萬ほか,2004,利尻の方言かるた ; 利尻島の方言集,,,,,,https://ci.nii.ac.jp/ncid/BA73110116,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸（2004）『日本海側・松前町での現況と22年間における動態』（https://ci.nii.ac.jp/ncid/BA6740524X）,book,見野久幸,2004,日本海側・松前町での現況と22年間における動態,,,,,,https://ci.nii.ac.jp/ncid/BA6740524X,,,,,北海道方言.xlsx,北海道方言（書籍）,
井上史雄ほか（2004）『北海道・東北の方言』（https://ci.nii.ac.jp/ncid/BA66451900）,book,井上史雄ほか,2004,北海道・東北の方言,,,,,,https://ci.nii.ac.jp/ncid/BA66451900,,,,,北海道方言.xlsx,北海道方言（書籍）,
菊池富雄（2000）『道南の方言と函館弁』（https://ci.nii.ac.jp/ncid/BA50029609）,book,菊池富雄,2000,道南の方言と函館弁,,,,,,https://ci.nii.ac.jp/ncid/BA50029609,,,,,北海道方言.xlsx,北海道方言（書籍）,
小野米一ほか（1999）『北海道のことば』（https://ci.nii.ac.jp/ncid/BA41110648）,book,小野米一ほか,1999,北海道のことば,,,,,,https://ci.nii.ac.jp/ncid/BA41110648,,,,,北海道方言.xlsx,北海道方言（書籍）,
平山輝男ほか（1997）『北海道のことば』（https://ci.nii.ac.jp/ncid/BN16119052）,book,平山輝男ほか,1997,北海道のことば,,,,,,https://ci.nii.ac.jp/ncid/BN16119052,,,,,北海道方言.xlsx,北海道方言（書籍）,
石垣福雄（1997）『北海道の方言紀行』（https://ci.nii.ac.jp/ncid/BA3401494X）,book,石垣福雄,1997,北海道の方言紀行,,,,,,https://ci.nii.ac.jp/ncid/BA3401494X,,,,,北海道方言.xlsx,北海道方言（書籍）,
見野久幸（1996）『寿都町に於ける日常生活語と表現の共通語化の現状』（https://ci.nii.ac.jp/ncid/BA37145081）,book,見野久幸,1996,寿都町に於ける日常生活語と表現の共通語化の現状,,,,,,https://ci.nii.ac.jp/ncid/BA37145081,,,,,北海道方言.xlsx,北海道方言（書籍）,
川内谷繁三（1990）『北海道弁・函館弁』（https://ci.nii.ac.jp/ncid/BN05303628）,book,川内谷繁三,1990,北海道弁・函館弁,,,,,,https://ci.nii.ac.jp/ncid/BN05303628,,,,,北海道方言.xlsx,北海道方言（書籍）,
国立国語研究所言語行動研究部（1987）『富良野のことばをめぐって : 富良野言語調査の中間報告』（https://ci.nii.ac.jp/ncid/BA69183692）,book,国立国語研究所言語行動研究部,1987,富良野のことばをめぐって : 富良野言語調査の中間報告,,,,,,https://ci.nii.ac.jp/ncid/BA69183692,,,,,北海道方言.xlsx,北海道方言（書籍）,
